XR,YR,TSS
304293.70714725624,6031005.694885893,0
304293.6971551373,6031005.784803364,-2
304293.68719475885,6031005.904390747,-1
304293.67721870466,6031005.984143193,1
304293.6672347405,6031006.073978164,-1
304293.64725890226,6031006.203730631,-2
304293.63728319365,6031006.28348311,-2
304293.6272994599,6031006.373318104,-1
304293.61733216525,6031006.492988109,0
304293.6073486043,6031006.582823119,0
304293.5973568454,6031006.662740626,1
304293.5873651009,6031006.792658135,1
304293.5873651009,6031006.882658135,0
304293.5773568454,6031007.012740626,0
304293.56735684536,6031007.102740627,-1
304293.56734860427,6031007.192823119,-2
304293.55733216525,6031007.322988109,-2
304293.5473157838,6031007.413153104,-3
304293.53729131963,6031007.503400606,1
304293.52725890226,6031007.63373063,-1
304293.52722671535,6031007.724060677,0
304293.51717094274,6031007.814638314,0
304293.5071080668,6031007.945298552,-2
304293.49707697454,6031008.035628703,2
304293.4870384334,6031008.126041423,-2
304293.4769926594,6031008.26653673,-1
304293.46697751665,6031008.356701845,-2
304293.45699265937,6031008.436536731,-1
304293.4470307683,6031008.5761239715,-1
304293.4370461128,6031008.655958876,-1
304293.42705380666,6031008.745876331,-1
304293.40705380664,6031008.875876331,-1
304293.40703843336,6031008.966041422,-1
304293.39703076833,6031009.056123971,-2
304293.38700785977,6031009.176371623,-2
304293.37699265935,6031009.26653673,-3
304293.37697751663,6031009.356701845,0
304293.3669549107,6031009.476949524,7
304293.3569549107,6031009.566949525,7
304293.34697751666,6031009.646701845,-4
304293.33705380664,6031009.775876331,-12
304293.327084726,6031009.865546163,3
304293.3171002721,6031009.945381087,-1
304293.30710806686,6031010.0752985515,-4
304293.29711587593,6031010.165216017,-8
304293.28713938955,6031010.244968421,-2
304293.27716303285,6031010.374720838,7
304293.26717094274,6031010.464638313,-13
304293.2571709427,6031010.554638313,5
304293.2471472562,6031010.694885893,-8
304293.2371236994,6031010.775133484,-8
304293.22710806684,6031010.8652985515,3
304293.21706151485,6031010.995793787,-2
304293.20703076833,6031011.0761239715,-7
304293.19698508084,6031011.166619287,0
304293.18691008765,6031011.297444919,0
304293.1868584499,6031011.38802294,-3
304293.1768219982,6031011.478435849,-3
304293.16677157115,6031011.6090139765,-2
304293.15675729315,6031011.699179167,-3
304293.1467501758,6031011.779261764,-3
304293.1267430728,6031011.909344362,-2
304293.11674307287,6031011.999344362,-1
304293.1067501758,6031012.079261764,1
304293.0868003001,6031012.208683611,-1
304293.07683653565,6031012.288270682,-2
304293.0568657835,6031012.377940361,0
304293.03692497103,6031012.507279783,-3
304293.02696996694,6031012.586784403,-2
304293.01702311775,6031012.67620652,-2
304292.9971002721,6031012.805381087,-2
304292.9771236994,6031012.885133483,-4
304292.9671236994,6031012.975133483,-4
304292.95713153726,6031013.105050952,-1
304292.93713153724,6031013.185050952,-2
304292.92713938956,6031013.274968421,1
304292.91716303286,6031013.394720838,-1
304292.9072107083,6031013.48422571,0
304292.8872508339,6031013.603813141,-3
304292.8772750821,6031013.693565616,-1
304292.86730761465,6031013.773235603,0
304292.8473486043,6031013.902823119,-4
304292.8473568454,6031013.982740627,-4
304292.8373486043,6031014.072823119,-4
304292.8273486043,6031014.202823119,1
304292.82734037755,6031014.282905613,-2
304292.8173321652,6031014.372988109,-2
304292.80732396734,6031014.503070605,-2
304292.7973157838,6031014.5831531035,-3
304292.7972994599,6031014.673318104,0
304292.78727508214,6031014.803565616,-3
304292.77725890226,6031014.893730631,0
304292.7772508339,6031014.983813141,-5
304292.7672187046,6031015.114143193,2
304292.7571868058,6031015.204473267,2
304292.7571393895,6031015.284968421,9
304292.74709249183,6031015.4154636245,5
304292.7370692375,6031015.495711245,-2
304292.73705380666,6031015.585876331,-3
304292.7270461128,6031015.715958876,6
304292.7170461128,6031015.795958876,0
304292.71703076834,6031015.876123971,6
304292.70701548154,6031016.0062890705,-12
304292.7070078598,6031016.086371623,4
304292.69698508084,6031016.166619287,4
304292.6969474041,6031016.297032087,7
304292.69691008766,6031016.377444919,2
304292.6868731315,6031016.467857785,-3
304292.68681475107,6031016.588518435,3
304292.6867859068,6031016.678848791,9
304292.6767572932,6031016.769179166,-4
304292.6667218505,6031016.899592165,-1
304292.66669375583,6031016.989922585,-4
304292.6566658919,6031017.080253025,-7
304292.64665204636,6031017.210418251,-7
304292.6366589619,6031017.300335637,-7
304292.62666589185,6031017.390253024,1
304292.616679795,6031017.530087803,-4
304292.60668676824,6031017.620005193,8
304292.5866937558,6031017.709922585,6
304292.56672891014,6031017.849509562,4
304292.55674307287,6031017.939344362,4
304292.54675729317,6031018.029179167,2
304292.5267859068,6031018.168848791,3
304292.50680751837,6031018.258601022,3
304292.49682199815,6031018.35843585,-2
304292.4768147511,6031018.4885184355,-3
304292.4668003001,6031018.578683611,-6
304292.4467859068,6031018.708848791,-9
304292.43677873176,6031018.798931383,3
304292.4267787318,6031018.888931382,13
304292.4068003001,6031019.0186836105,2
304292.3968147511,6031019.108518436,-2
304292.37683653564,6031019.198270682,2
304292.366843826,6031019.3281881,2
304292.35685844993,6031019.40802294,-16
304292.3468731315,6031019.487857785,-2
304292.326895262,6031019.617610062,3
304292.316895262,6031019.697610062,-7
304292.30689526204,6031019.777610062,3
304292.2969100877,6031019.89744492,3
304292.28692497103,6031019.977279782,2
304292.276939912,6031020.0571146505,9
304292.266939912,6031020.177114651,17
304292.2569474041,6031020.257032087,9
304292.2469624316,6031020.336866963,-2
304292.22703076835,6031020.456123971,-2
304292.217084726,6031020.535546163,-1
304292.20713938953,6031020.614968421,-2
304292.1872267153,6031020.724060677,-4
304292.17729945993,6031020.8133181045,-27
304292.15737337084,6031020.892575646,-6
304292.13754179206,6031021.010926159,-5
304292.1176281617,6031021.10010164,-4
304292.10770712455,6031021.179359702,-2
304292.08782323933,6031021.2982882345,-4
304292.0778776507,6031021.387793801,-4
304292.0679142125,6031021.4674642095,-3
304292.0579325798,6031021.597299424,-1
304292.0479050505,6031021.6775466055,-2
304292.0478503803,6031021.768041011,-2
304292.03776934586,6031021.898782725,3
304292.02770712454,6031021.989359702,0
304292.0176543531,6031022.089854313,3
304292.0075332343,6031022.23100862,-1
304292.0074568617,6031022.321750829,-2
304291.9973899538,6031022.422410671,-2
304291.9873157838,6031022.563153104,-2
304291.98727508215,6031022.663565616,-2
304291.97724278003,6031022.753895652,2
304291.9671868058,6031022.894473268,-4
304291.9571158759,6031022.995216017,2
304291.9470692375,6031023.0857112445,-1
304291.93702311773,6031023.22620652,1
304291.9270154816,6031023.316289071,-2
304291.9170002524,6031023.446454177,-3
304291.9070078598,6031023.536371623,-3
304291.89703076833,6031023.6161239715,0
304291.87706923747,6031023.745711245,1
304291.86710806686,6031023.8252985515,-2
304291.85715513735,6031023.914803364,0
304291.83724278,6031024.043895652,-4
304291.82731578377,6031024.1231531035,-3
304291.8173899538,6031024.202410671,-4
304291.8075161619,6031024.321173545,1
304291.7975761673,6031024.410596333,3
304291.78761945997,6031024.490184085,3
304291.7676806741,6031024.609607001,-8
304291.75771597016,6031024.6992772715,-3
304291.73775149643,6031024.778947568,-2
304291.71776934585,6031024.918782725,-3
304291.7077604139,6031025.008865145,-1
304291.69774259324,6031025.099029992,-2
304291.6877248301,6031025.249194844,-2
304291.6776894766,6031025.339524566,-6
304291.6676368778,6031025.440019196,-8
304291.6575246909,6031025.581091082,-8
304291.64747373265,6031025.681585884,-6
304291.6374149363,6031025.7821632195,-6
304291.6373076146,6031025.933235603,-6
304291.6272347405,6031026.033978164,-4
304291.6271630328,6031026.134720838,10
304291.6170692375,6031026.285711245,6
304291.6169775167,6031026.386701845,9
304291.6069100877,6031026.52744492,-1
304291.5968657835,6031026.637940361,-2
304291.58683653566,6031026.738270682,-2
304291.5768075184,6031026.908601022,-2
304291.56680751836,6031027.018601022,-1
304291.5568075184,6031027.128601022,-1
304291.5367787318,6031027.298931383,0
304291.52675729315,6031027.399179167,2
304291.51674307283,6031027.509344362,13
304291.50670075783,6031027.679839977,13
304291.48668676824,6031027.790005193,5
304291.47670075786,6031027.899839978,6
304291.4467218505,6031028.069592165,6
304291.4367218505,6031028.189592165,17
304291.4267148052,6031028.299674767,9
304291.41668676824,6031028.470005193,-5
304291.4066728362,6031028.580170413,-4
304291.39664514526,6031028.690500868,5
304291.3965972413,6031028.871079208,1
304291.38657692727,6031028.981327087,-3
304291.3765836842,6031029.101244459,-3
304291.366610856,6031029.270913961,-1
304291.3566382586,6031029.380583484,-1
304291.3466658919,6031029.490253025,-2
304291.3366937558,6031029.649922585,-1
304291.3266867682,6031029.760005193,-2
304291.3166867682,6031029.880005193,-2
304291.3066658919,6031030.050253024,-5
304291.2966451453,6031030.170500867,-1
304291.28660404147,6031030.290996585,2
304291.2665101514,6031030.472153424,1
304291.2564903999,6031030.592401348,0
304291.23647730437,6031030.722566636,6
304291.21645128634,6031030.902897228,-1
304291.20643192425,6031031.023145181,-1
304291.19640631013,6031031.133475804,0
304291.18636832177,6031031.313971769,0
304291.1763683218,6031031.433971769,2
304291.16635577445,6031031.5641371,1
304291.14634328475,6031031.764302435,2
304291.1363370616,6031031.894385104,2
304291.1263495223,6031032.024219767,-4
304291.1063935897,6031032.213641121,4
304291.08641908836,6031032.3333104905,-1
304291.0764448179,6031032.462979877,-1
304291.04647730436,6031032.642566636,0
304291.0364903999,6031032.762401348,0
304291.01649696927,6031032.882318706,2
304290.9865233912,6031033.061988147,-1
304290.9765366887,6031033.171822876,0
304290.95655004383,6031033.301657608,1
304290.9265567431,6031033.491574976,0
304290.91656345676,6031033.611492345,0
304290.8965701848,6031033.741409715,0
304290.87657692726,6031033.921327087,0
304290.8565904555,6031034.041161833,1
304290.84660404146,6031034.160996585,1
304290.82662452845,6031034.34074872,-1
304290.8066382586,6031034.460583484,-1
304290.7966520464,6031034.580418251,0
304290.7766589619,6031034.760335637,0
304290.7666589619,6031034.880335637,-1
304290.75666589185,6031035.050253024,-1
304290.74663825857,6031035.170583484,-2
304290.73661768506,6031035.2908313405,2
304290.7265972413,6031035.401079209,0
304290.7165769273,6031035.581327087,0
304290.70655004383,6031035.701657608,-7
304290.6965233912,6031035.8719881475,-5
304290.6865035531,6031035.992236065,-6
304290.6764969693,6031036.102318706,-5
304290.66647077823,6031036.282649282,-2
304290.65645128634,6031036.392897227,-3
304290.64641269203,6031036.513393146,-7
304290.6363620409,6031036.684054434,11
304290.62634328473,6031036.794302436,2
304290.6163246585,6031036.914550447,1
304290.6063061621,6031037.084798467,2
304290.5962939033,6031037.20496382,2
304290.5862756233,6031037.3252118565,0
304290.5662635088,6031037.505377219,0
304290.5562695589,6031037.6152945375,8
304290.5462756233,6031037.735211856,8
304290.5262695589,6031037.915294537,7
304290.51626955887,6031038.045294537,10
304290.50626955886,6031038.165294537,1
304290.4862695589,6031038.345294537,0
304290.47625145206,6031038.4655425865,3
304290.46623347513,6031038.595790646,3
304290.4461920341,6031038.776369486,-10
304290.436168671,6031038.896700274,-2
304290.4261340595,6031039.027196487,-1
304290.4160443026,6031039.218519897,-1
304290.4060008101,6031039.339181695,-1
304290.3959635121,6031039.469760817,0
304290.38591145683,6031039.660588212,-2
304290.37588091684,6031039.781084692,-2
304290.36586584186,6031039.911332945,-1
304290.345845944,6031040.10166396,-1
304290.33585586405,6031040.23149845,-1
304290.30589103914,6031040.420919196,-1
304290.2859269218,6031040.550339984,-1
304290.2659687971,6031040.669678083,0
304290.2460224408,6031040.798850789,2
304290.20610561344,6031040.997610027,0
304290.18615130027,6031041.116948377,0
304290.15619791095,6031041.246286792,0
304290.1262574732,6031041.4354599025,2
304290.0962939033,6031041.564963819,2
304290.0663370616,6031041.754385104,0
304290.0463683218,6031041.883971769,3
304290.01643192425,6031042.013145181,0
304289.97647730436,6031042.202566637,-2
304289.95651676407,6031042.332070786,4
304289.9265366887,6031042.461822876,0
304289.8965836842,6031042.661244459,1
304289.866610856,6031042.790913962,-1
304289.84665204637,6031042.920418251,0
304289.80668676825,6031043.110005193,0
304289.7867077743,6031043.239757372,0
304289.76672891015,6031043.359509563,-1
304289.7367501758,6031043.549261764,0
304289.706764425,6031043.67909657,2
304289.6867715711,6031043.809013976,2
304289.6567930963,6031043.9987662,0
304289.63683653565,6031044.128270682,0
304289.61689526204,6031044.247610061,-1
304289.5770002524,6031044.436454177,1
304289.55708472605,6031044.565546163,1
304289.52717094275,6031044.694638314,-3
304289.49734860426,6031044.882823119,4
304289.4674400484,6031045.001915781,0
304289.4475076472,6031045.12125601,-5
304289.4276020997,6031045.31034898,8
304289.4076631124,6031045.429771875,0
304289.38771597017,6031045.549277271,5
304289.36777829216,6031045.718700306,-1
304289.35784131894,6031045.8381234165,-2
304289.3379694867,6031045.956969871,-2
304289.31820536696,6031046.124910761,6
304289.2983708965,6031046.243511163,-13
304289.28849024075,6031046.35252351,-7
304289.2785103326,6031046.512358925,3
304289.2684502295,6031046.6228527,2
304289.27827302326,6031046.734334396,-5
304289.28788676957,6031046.897711401,-7
304289.3076020997,6031047.010348979,4
304289.33716303285,6031047.174720838,-3
304289.34693243436,6031047.277197217,-3
304289.36661768507,6031047.39083134,2
304289.386387251,6031047.573723782,0
304289.3962817022,6031047.695129177,-2
304289.3961920341,6031047.806369486,-5
304289.40605532005,6031047.988354457,-3
304289.40596351214,6031048.099760816,-5
304289.4057828721,6031048.202739853,0
304289.40559578745,6031048.356216747,-2
304289.4154814868,6031048.468618218,-12
304289.42538266233,6031048.570937399,-12
304289.4352639033,6031048.734168433,-2
304289.44519457023,6031048.836405741,7
304289.4551357809,6031048.948643352,3
304298.9919747215,6030986.813524408,-4
304298.98193723935,6030986.913853896,-4
304298.98189006327,6030987.014265718,-11
304298.971746379,6030987.165500937,-5
304298.97162910353,6030987.266488837,-4
304298.97150975926,6030987.367476489,-1
304298.97134741634,6030987.5087929685,2
304298.9612544831,6030987.609533286,-10
304298.9611813978,6030987.710108988,-8
304298.9510863976,6030987.850849043,-11
304298.9510863976,6030987.9408490425,-6
304298.9411076092,6030988.030684599,-6
304298.9211603871,6030988.170273458,-12
304298.91119188163,6030988.26002675,2
304298.8912336734,6030988.349697781,2
304298.87134741637,6030988.488792968,-1
304298.86142904736,6030988.578134785,-1
304298.84150975925,6030988.657476489,0
304298.8216586163,6030988.796241885,-1
304298.80177537457,6030988.885253923,-1
304298.78189006326,6030988.964265718,-2
304298.75205821515,6030989.102782967,-2
304298.7322217079,6030989.181299694,-1
304298.7123368876,6030989.270228125,0
304298.69246676564,6030989.39899138,-1
304298.67254313827,6030989.4882491715,-1
304298.65262662916,6030989.617424355,-1
304298.64266783476,6030989.7070118915,0
304298.63270868035,6030989.786599394,0
304298.61275722,6030989.916104348,0
304298.61274109775,6030990.006269369,-1
304298.60271680634,6030990.0965168895,-1
304298.59265962243,6030990.227094387,-1
304298.59261004615,6030990.307589329,0
304298.58257670735,6030990.397919261,0
304298.5725262673,6030990.528414117,-1
304298.5724838381,6030990.618826455,-1
304298.5724324481,6030990.709321212,-1
304298.57234564685,6030990.840145687,-1
304298.5722840298,6030990.930722728,1
304298.5722127472,6030991.021382111,0
304298.56203976163,6030991.1529477425,0
304298.5619840561,6030991.243442033,-1
304298.55194663146,6030991.333771527,0
304298.5518900633,6030991.464265718,-1
304298.5418329776,6030991.554759851,1
304298.54177537456,6030991.635253923,-6
304298.53169776563,6030991.775912591,4
304298.53167821973,6030991.856077242,-1
304298.52166842524,6030991.946159564,-1
304298.5116586163,6030992.086241885,-4
304298.5016684253,6030992.176159564,-4
304298.49167821975,6030992.266077242,-10
304298.4816879999,6030992.405994917,-9
304298.4716879999,6030992.495994918,-10
304298.46166842524,6030992.596159564,-3
304298.45166842523,6030992.736159564,-11
304298.4416684252,6030992.836159565,-2
304298.43165861635,6030992.926241885,5
304298.42158955196,6030993.066818083,5
304298.4115497705,6030993.1671473,-2
304298.40150975925,6030993.25747649,-1
304298.39142904733,6030993.398134786,-1
304298.39139854343,6030993.488381617,-1
304298.38136791025,6030993.578628433,-1
304298.3613576705,6030993.708710702,1
304298.35138834675,6030993.798463891,0
304298.3414188937,6030993.888217065,0
304298.32150975923,6030994.01747649,-1
304298.30158955196,6030994.106818083,-2
304298.28167821973,6030994.196077242,0
304298.25183297764,6030994.32475985,0
304298.2320305133,6030994.413030129,1
304298.21215868107,6030994.491876584,1
304298.1723368876,6030994.620228126,-2
304298.1524496357,6030994.709156299,-2
304298.13255995157,6030994.788084219,-1
304298.09272491786,6030994.916434384,-2
304298.07285274373,6030994.995114108,1
304298.0529307625,6030995.084288755,1
304298.03302248335,6030995.213298155,-1
304298.0130675656,6030995.302802783,-1
304298.003104738,6030995.382389938,-2
304297.98311212927,6030995.512307365,0
304297.98311212927,6030995.602307365,0
304297.9731195061,6030995.732224791,0
304297.9631195061,6030995.81222479,1
304297.95312686847,6030995.9021422155,0
304297.95311950607,6030996.022224791,-1
304297.94311950606,6030996.112224791,0
304297.94311950606,6030996.192224791,-2
304297.9231415501,6030996.32197706,-1
304297.92314886925,6030996.411894481,-1
304297.913156174,6030996.4918119,-1
304297.9031342165,6030996.622059639,1
304297.893104738,6030996.7123899385,-4
304297.893060088,6030996.802885349,-2
304297.8829768822,6030996.93379348,-5
304297.8829384851,6030997.034206213,-2
304297.8829075081,6030997.114536376,-3
304297.8728841241,6030997.254783983,-5
304297.87287630065,6030997.354866516,-5
304297.8728841241,6030997.444783984,-4
304297.8728841241,6030997.574783984,-3
304297.8628606105,6030997.665031579,-2
304297.86282113293,6030997.75544421,-2
304297.852733015,6030997.886351877,0
304297.8526678348,6030997.967011891,0
304297.84260173305,6030998.057671814,0
304297.8325599516,6030998.198084219,0
304297.82254313823,6030998.288249171,-4
304297.82253471,6030998.378331644,0
304297.8025599516,6030998.508084219,10
304297.8025767074,6030998.597919261,2
304297.79260173306,6030998.687671814,-2
304297.7726513957,6030998.827176881,-2
304297.7627168063,6030998.91651689,0
304297.75274109776,6030999.006269369,-8
304297.74274109775,6030999.146269369,9
304297.7327249179,6030999.236434384,11
304297.73268421623,6030999.326846897,11
304297.7225934056,6030999.457754298,3
304297.72249235277,6030999.54874399,-1
304297.7224496357,6030999.639156299,3
304297.7123979003,6030999.76965102,-1
304297.71235439176,6030999.8600632455,-1
304297.71227516985,6030999.9908051565,5
304297.7022127472,6031000.081382112,-6
304297.70213145384,6031000.172123798,-6
304297.70206742024,6031000.302700576,-3
304297.6920397616,6031000.392947743,1
304297.6920119735,6031000.473194895,-3
304297.6919466314,6031000.603771526,-3
304297.68190897687,6031000.694100994,0
304297.681880585,6031000.774348077,-1
304297.6718425278,6031000.904677499,-1
304297.67182341305,6031000.994842201,3
304297.6618042407,6031001.075006894,3
304297.651794633,6031001.205089239,2
304297.651794633,6031001.295089239,2
304297.6418042407,6031001.385006894,4
304297.631794633,6031001.515089239,2
304297.6217753746,6031001.605253923,-3
304297.62173668505,6031001.69558327,-3
304297.61166842526,6031001.836159565,-1
304297.61161923717,6031001.926571151,-1
304297.6115597374,6031002.017064999,-2
304297.6014188937,6031002.158217064,-1
304297.6013679103,6031002.248628434,-1
304297.59134741634,6031002.338792969,-2
304297.581326865,6031002.478957496,-1
304297.5713062562,6031002.569122016,-2
304297.5612855901,6031002.6692865295,-1
304297.5412648665,6031002.799451035,-2
304297.5312855901,6031002.889286529,-2
304297.5113474163,6031002.978792968,-2
304297.48145942204,6031003.117887937,-2
304297.4615597374,6031003.207064999,-2
304297.4416879999,6031003.285994918,-1
304297.40195600915,6031003.423689156,-2
304297.3820949495,6031003.502453395,-1
304297.36223958613,6031003.591134855,-1
304297.32244963566,6031003.719156299,0
304297.3025934056,6031003.807754298,-1
304297.272733015,6031003.896351877,-1
304297.2428841241,6031004.024783984,-3
304297.2229921402,6031004.113628377,-2
304297.2030450893,6031004.203050476,-2
304297.17308991234,6031004.332555081,-2
304297.1531195061,6031004.422224791,-3
304297.143156174,6031004.5018119,-8
304297.1131924816,6031004.631398978,3
304297.10322842887,6031004.720986024,4
304297.0932498242,6031004.810738236,5
304297.0732851948,6031004.930325232,2
304297.06328519486,6031005.020325233,-3
304297.0532781495,6031005.110407836,-2
304297.04325692717,6031005.240655638,-2
304297.0332498242,6031005.330738236,-3
304297.02324270684,6031005.420820833,-4
304297.0132212682,6031005.551068617,-5
304297.00320690376,6031005.6412338,0
304296.9931852489,6031005.781481565,8
304296.993156174,6031005.8718119,8
304296.9831268685,6031005.962142215,8
304296.98305259587,6031006.092967913,13
304296.97301491915,6031006.183380713,-1
304296.97298451845,6031006.27371093,-3
304296.96294619335,6031006.414123669,-5
304296.9629230254,6031006.494371297,-5
304296.96289972786,6031006.584618913,-1
304296.95288412407,6031006.714783983,-2
304296.94289193314,6031006.804701448,-7
304296.9328997279,6031006.894618913,-5
304296.93287630065,6031007.0348665165,3
304296.93281319423,6031007.125526733,1
304296.9327249179,6031007.216434384,0
304296.9326017331,6031007.347671814,0
304296.9225850637,6031007.43783678,-1
304296.9225683367,6031007.518001741,-3
304296.922500853,6031007.658661525,0
304296.92244104913,6031007.7492387565,-2
304296.92237183836,6031007.83989836,-2
304296.92225740675,6031007.9709700085,-2
304296.9221040972,6031008.062370998,0
304296.9319933763,6031008.153359654,-1
304296.9318329776,6031008.294759851,0
304296.941736685,6031008.38558327,-1
304296.94163895544,6031008.476406521,-2
304296.9415097592,6031008.60747649,-2
304296.94137813564,6031008.698546163,-1
304296.94128559006,6031008.799286529,-1
304296.9411918816,6031008.94002675,-1
304296.9411498602,6031009.030355689,-3
304296.93109701056,6031009.120766821,-2
304296.9310438022,6031009.261177909,0
304296.9210331174,6031009.34126012,0
304296.9010544725,6031009.471095695,-2
304296.8910863976,6031009.560849043,-2
304296.8811076092,6031009.650684599,-2
304296.85117089964,6031009.780191223,-1
304296.8412336734,6031009.859697781,-1
304296.821326865,6031009.948957495,-2
304296.7915197836,6031010.077394195,-1
304296.7716291035,6031010.166488837,-2
304296.74175605853,6031010.245418601,-2
304296.71197472146,6031010.373524409,-2
304296.6921132304,6031010.4522886,-3
304296.66223065415,6031010.531217275,-3
304296.63244963565,6031010.659156299,-3
304296.6125515521,6031010.738166696,-1
304296.5926431546,6031010.817259373,-2
304296.5627652595,6031010.936021836,-1
304296.55282905727,6031011.025361687,-1
304296.5328763006,6031011.104866516,-3
304296.51291527395,6031011.234453837,-3
304296.502915274,6031011.3144538365,-1
304296.4928997279,6031011.404618913,0
304296.4828606105,6031011.535031579,-1
304296.47282905725,6031011.625361687,-1
304296.47278129536,6031011.715856807,-1
304296.46269238536,6031011.846764397,-3
304296.46258506365,6031011.93783678,-2
